year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,torque_nm,max_torque_rpm,brand
2014,32000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,5,114.0,4000.0,Hyundai
2008,60000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5,62.0,3000.0,Maruti
2018,30000,Diesel,Individual,Manual,First Owner,19.87,1461,83.14,5,200.0,1750.0,Nissan
2010,100000,Diesel,Individual,Manual,Second Owner,13.93,2179,138.1,7,320.0,2700.0,Tata
2016,50000,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,7,240.0,2800.0,Mahindra
2010,40000,Petrol,Individual,Manual,Second Owner,19.369999,1248,81.86,5,160.0,3000.0,Hyundai
2018,5000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,5,113.75,4000.0,Hyundai
2017,12000,Diesel,Individual,Manual,First Owner,17.1,1956,170.0,5,350.0,2500.0,Jeep
2007,50000,Petrol,Individual,Manual,Second Owner,15.26,1150,74.9,5,110.0,4400.0,Chevrolet
2014,70000,Diesel,Individual,Manual,Second Owner,15.1,2179,140.0,7,330.0,2800.0,Mahindra
2015,50000,Petrol,Individual,Manual,First Owner,21.4,1197,83.1,5,115.0,4000.0,Maruti
2012,40000,Petrol,Individual,Manual,First Owner,16.47,1198,73.9,5,110.0,3750.0,Volkswagen
2014,30000,Petrol,Individual,Manual,First Owner,19.1,1197,82.0,5,114.0,4000.0,Hyundai
2018,15000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5,69.0,3500.0,Maruti
2015,40000,Petrol,Individual,Manual,First Owner,17.4,1497,117.3,5,145.0,4600.0,Honda
2017,40000,Petrol,Individual,Manual,First Owner,19.49,1198,67.04,5,104.0,4000.0,Nissan
2013,60000,Petrol,Individual,Manual,Fourth & Above Owner,18.6,1197,85.8,5,114.0,4000.0,Maruti
2013,67000,Petrol,Individual,Manual,First Owner,18.6,1197,85.8,5,114.0,4000.0,Maruti
2010,60000,Petrol,Individual,Manual,Second Owner,17.5,1298,85.8,5,114.0,4000.0,Maruti
2017,60000,Petrol,Individual,Manual,First Owner,22.5,999,67.0,5,91.0,4250.0,Datsun
2016,30000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,5,114.0,3500.0,Tata
2016,50000,Petrol,Individual,Manual,Second Owner,18.16,1197,78.8,5,104.0,3100.0,Toyota
2006,200000,Petrol,Individual,Automatic,Third Owner,13.1,1997,141.1,5,190.0,4200.0,Honda
2016,14000,Petrol,Individual,Manual,Second Owner,18.15,1198,82.0,6,115.0,3600.0,Mahindra
2015,70000,Diesel,Individual,Manual,First Owner,13.58,2499,72.4,9,171.0,1800.0,Chevrolet
2010,94000,Diesel,Individual,Manual,Second Owner,21.1,1248,75.0,5,190.0,2000.0,Maruti
2015,197000,Diesel,Individual,Manual,First Owner,13.58,2499,72.4,10,171.0,1800.0,Chevrolet
2015,79000,Diesel,Individual,Manual,Second Owner,25.83,1498,99.0,5,215.0,3000.0,Ford
2008,120000,Diesel,Individual,Manual,Second Owner,18.7,1896,66.0,5,160.0,3000.0,Skoda
2019,30000,Diesel,Individual,Manual,First Owner,17.3,1497,121.0,8,300.0,2500.0,Mahindra
2018,20000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5,90.0,3500.0,Maruti
2018,17000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5,90.0,3500.0,Maruti
2018,20000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,114.7,4000.0,Hyundai
2016,60000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5,72.0,4386.0,Renault
2007,70000,Petrol,Individual,Manual,Third Owner,15.0,1086,66.6,5,101.99,3200.0,Hyundai
2017,150000,Diesel,Individual,Manual,First Owner,17.6,2179,153.86,7,400.0,2500.0,Tata
2017,35000,Diesel,Individual,Manual,First Owner,17.6,2179,153.86,7,400.0,2500.0,Tata
2010,60000,Diesel,Individual,Manual,First Owner,23.03,1396,69.0,5,140.0,3000.0,Tata
2018,60000,CNG,Individual,Manual,First Owner,26.6,998,58.16,5,77.0,3500.0,Maruti
2017,57000,Petrol,Individual,Manual,First Owner,17.8,1198,86.7,5,109.0,4500.0,Honda
2012,120000,Diesel,Individual,Manual,Second Owner,17.8,1405,70.0,5,132.39,2500.0,Tata
2017,30000,Petrol,Individual,Manual,First Owner,23.01,999,67.0,5,91.0,4250.0,Renault
2016,175000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,5,190.0,2000.0,Maruti
2010,90000,Diesel,Individual,Manual,First Owner,17.0,1405,70.0,5,132.39,2500.0,Tata
2009,110000,Diesel,Individual,Manual,Second Owner,17.2,1396,53.5,5,83.36,2500.0,Tata
2015,35000,Petrol,Individual,Manual,Second Owner,18.6,1197,81.83,5,114.7,4000.0,Hyundai
2017,81000,Diesel,Individual,Manual,First Owner,13.68,2393,147.8,7,343.0,2800.0,Toyota
2017,60000,Diesel,Individual,Automatic,First Owner,17.6,2179,153.86,7,400.0,2500.0,Tata
2016,60000,Diesel,Individual,Manual,First Owner,26.0,1498,98.6,5,200.0,1750.0,Honda
2016,70000,Petrol,Individual,Automatic,First Owner,13.7,1991,183.0,5,300.0,1400.0,Mercedes-Benz
2010,83000,Petrol,Individual,Manual,Second Owner,19.369999,1248,81.86,5,160.0,3000.0,Maruti
2015,50000,Diesel,Individual,Manual,First Owner,25.8,1498,98.6,5,200.0,1750.0,Honda
2018,65000,Petrol,Individual,Manual,First Owner,19.02,1198,67.05,7,104.0,4000.0,Datsun
2013,80000,Diesel,Individual,Manual,Second Owner,22.07,1199,73.9,5,180.0,2000.0,Volkswagen
2017,35000,Petrol,Individual,Automatic,First Owner,21.21,1197,81.8,5,113.0,4200.0,Maruti
2007,70000,Petrol,Individual,Manual,First Owner,18.2,998,67.1,5,90.0,3500.0,Maruti
2015,100000,Petrol,Individual,Manual,Second Owner,19.81,1086,68.05,5,99.04,4500.0,Hyundai
2018,55000,Petrol,Individual,Automatic,First Owner,14.8,1591,121.3,5,151.0,4850.0,Hyundai
2013,80000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.6,7,200.0,3600.0,Toyota
2016,40000,Petrol,Individual,Manual,First Owner,17.43,1396,105.5,5,135.3,5000.0,Hyundai
2013,108916,Petrol,Individual,Manual,Second Owner,20.51,998,67.04,5,90.0,3500.0,Maruti
2016,50000,Diesel,Individual,Manual,Second Owner,26.0,1498,98.6,5,200.0,1750.0,Honda
2012,90000,Petrol,Individual,Manual,Second Owner,17.92,1086,62.1,5,96.1,3000.0,Hyundai
2004,70000,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796,46.3,5,62.0,3000.0,Maruti
2012,90000,Diesel,Individual,Manual,First Owner,23.0,1396,90.0,5,219.67,2750.0,Hyundai
2009,70000,Diesel,Individual,Manual,First Owner,21.1,1248,73.9,5,113.0,4500.0,Maruti
2018,31000,Diesel,Individual,Manual,First Owner,25.32,1198,77.0,6,190.0,2250.0,Mahindra
2009,120000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,5,190.0,2000.0,Maruti
2016,40000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,114.7,4000.0,Hyundai
2015,180000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,5,190.0,2000.0,Maruti
2011,90000,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,5,90.0,3500.0,Maruti
2006,59000,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,5,90.0,3500.0,Maruti
2014,60000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5,74.5,4000.0,Hyundai
2005,89500,Petrol,Individual,Manual,First Owner,19.369999,1248,81.86,5,160.0,3000.0,Hyundai
2005,70000,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,5,90.0,3500.0,Maruti
2009,190000,Diesel,Individual,Manual,First Owner,17.0,1405,71.0,5,135.0,2500.0,Tata
2013,180000,Diesel,Individual,Manual,First Owner,20.8,1461,64.1,5,160.0,2000.0,Mahindra
2010,150000,Diesel,Individual,Manual,Second Owner,11.5,2982,171.0,7,343.0,3400.0,Toyota
2007,130000,Diesel,Individual,Manual,Second Owner,16.52,1991,123.7,5,305.0,2000.0,Chevrolet
2013,120000,Diesel,Individual,Automatic,Second Owner,22.32,1582,126.3,5,259.9,2750.0,Hyundai
2009,80000,Diesel,Individual,Manual,Second Owner,17.88,1396,52.8,5,85.0,2500.0,Tata
2014,80000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,5,259.8,2750.0,Hyundai
1997,60000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,4,59.0,2500.0,Maruti
2011,120000,Diesel,Individual,Manual,Third Owner,22.07,1199,73.9,5,180.0,2000.0,Volkswagen
2018,51000,Diesel,Individual,Manual,First Owner,25.1,1248,88.5,5,200.0,1750.0,Maruti
2007,60000,Petrol,Individual,Manual,Third Owner,17.7,1497,78.0,5,124.54,2700.0,Honda
2009,220000,Diesel,Individual,Manual,First Owner,12.8,2494,102.0,8,200.06,3400.0,Toyota
2017,20000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5,69.0,3500.0,Maruti
2017,40000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5,90.0,3500.0,Maruti
2016,35000,Petrol,Individual,Manual,First Owner,16.2,1199,74.0,5,110.0,4300.0,Volkswagen
2011,90000,Petrol,Individual,Manual,Second Owner,19.0,998,66.1,5,90.0,3500.0,Maruti
2015,140000,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,7,330.0,2800.0,Mahindra
2007,104000,Diesel,Individual,Manual,Second Owner,17.2,1396,53.5,5,83.36,2500.0,Tata
2015,53000,Diesel,Individual,Manual,First Owner,24.0,1120,70.0,5,160.0,2750.0,Hyundai
2015,16000,Diesel,Individual,Manual,First Owner,18.06,2523,63.0,7,182.5,1800.0,Mahindra
2019,7200,Petrol,Individual,Manual,First Owner,21.1,998,100.5,5,150.0,4500.0,Maruti
2011,77000,Diesel,Individual,Manual,Second Owner,22.07,1199,73.9,5,180.0,2000.0,Volkswagen
2017,40000,Diesel,Individual,Manual,First Owner,25.32,1198,77.0,6,190.0,2250.0,Mahindra
2012,70000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,5,190.0,2000.0,Maruti
2017,50000,Petrol,Individual,Manual,First Owner,18.12,1196,86.8,5,112.0,4000.0,Ford
2015,85000,LPG,Individual,Manual,First Owner,13.45,1086,62.1,5,96.1,3000.0,Hyundai
2016,58000,Petrol,Individual,Manual,Second Owner,15.37,1196,73.0,7,101.0,3000.0,Maruti
2013,85000,Diesel,Individual,Manual,First Owner,16.55,2498,105.0,7,247.0,2000.0,Mahindra
2014,65000,Petrol,Individual,Manual,First Owner,19.1,1197,81.86,5,113.75,4000.0,Hyundai
2017,120000,Diesel,Individual,Manual,First Owner,25.32,1198,77.0,6,190.0,2250.0,Mahindra
2013,50000,Petrol,Individual,Manual,Second Owner,17.92,1086,62.1,5,96.1,3000.0,Hyundai
2018,30000,Petrol,Individual,Automatic,First Owner,20.51,998,67.0,5,90.0,3500.0,Maruti
2014,58000,Petrol,Individual,Manual,Second Owner,23.95,998,67.05,5,90.0,3500.0,Maruti
2011,70000,Diesel,Individual,Manual,Second Owner,25.44,936,57.6,5,150.0,1750.0,Chevrolet
2018,110000,Diesel,Individual,Manual,Second Owner,20.65,1248,88.7,5,190.0,3000.0,Tata
2003,65000,Petrol,Individual,Manual,Third Owner,18.9,998,67.1,5,90.0,3500.0,Maruti
2014,90000,Diesel,Individual,Manual,Second Owner,19.68,1399,67.0,5,160.0,2000.0,Ford
2008,200000,Diesel,Individual,Manual,First Owner,13.6,2523,63.0,7,180.0,1500.0,Mahindra
2014,100000,Diesel,Individual,Manual,Second Owner,19.68,1399,67.0,5,160.0,2000.0,Ford
2012,80000,Diesel,Individual,Manual,Second Owner,20.0,1399,68.0,5,160.0,2000.0,Ford
2017,60000,Diesel,Individual,Automatic,First Owner,17.45,1493,100.0,7,240.0,2800.0,Mahindra
2016,40000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5,90.0,3500.0,Maruti
2015,50000,Diesel,Individual,Manual,First Owner,26.21,1248,88.5,5,200.0,1750.0,Maruti
2015,110000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5,90.0,3500.0,Maruti
2011,50000,Diesel,Individual,Manual,Second Owner,23.57,1396,70.0,5,140.0,3000.0,Tata
2018,30000,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,7,240.0,2800.0,Mahindra
2006,70000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,4,59.0,2500.0,Maruti
2012,80000,Petrol,Individual,Manual,Third Owner,20.92,998,67.1,5,90.0,3500.0,Maruti
2005,100000,Diesel,Individual,Manual,Fourth & Above Owner,19.369999,1248,81.86,5,160.0,3000.0,Tata
2016,15000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,5,113.0,4200.0,Maruti
2009,63000,Petrol,Individual,Manual,Third Owner,19.369999,1248,81.86,5,160.0,3000.0,Maruti
2016,88000,Diesel,Dealer,Automatic,First Owner,21.66,1498,103.52,5,250.0,2500.0,Skoda
2014,80000,Diesel,Dealer,Manual,First Owner,12.99,2494,100.6,7,200.0,3600.0,Toyota
2018,59865,Diesel,Dealer,Manual,First Owner,15.1,2179,152.87,7,360.0,2800.0,Mahindra
2016,60000,Diesel,Dealer,Manual,First Owner,21.49,1498,108.5,5,250.0,3000.0,Volkswagen
2015,72000,Diesel,Dealer,Manual,First Owner,22.54,1396,88.73,5,219.7,2750.0,Hyundai
2017,68140,Petrol,Dealer,Automatic,First Owner,18.0,1497,117.6,5,145.0,4600.0,Honda
2014,53190,Diesel,Dealer,Manual,First Owner,28.4,1248,74.0,5,190.0,2000.0,Maruti
2014,70100,Diesel,Dealer,Manual,First Owner,22.54,1396,88.73,5,219.7,2750.0,Hyundai
2018,47725,Diesel,Dealer,Manual,First Owner,27.3,1498,98.6,5,200.0,1750.0,Honda
2014,70195,Diesel,Dealer,Manual,Second Owner,28.4,1248,74.02,5,190.0,2000.0,Maruti
2011,77395,Diesel,Dealer,Manual,Second Owner,20.0,1399,68.0,5,160.0,2000.0,Ford
2019,17000,Diesel,Dealer,Manual,First Owner,17.3,1497,121.0,8,300.0,2500.0,Mahindra
2013,64000,Diesel,Dealer,Automatic,First Owner,14.62,1498,113.42,5,250.0,2750.0,Hyundai
2014,74321,Diesel,Dealer,Manual,First Owner,25.44,936,56.3,5,142.5,1750.0,Chevrolet
2013,80235,Diesel,Dealer,Manual,Second Owner,28.4,1248,74.02,5,190.0,2000.0,Maruti
2016,77150,Diesel,Dealer,Automatic,First Owner,17.01,1582,126.2,5,259.9,2750.0,Hyundai
2015,69000,Diesel,Dealer,Automatic,First Owner,22.15,1498,108.6,5,250.0,3000.0,Volkswagen
2010,116000,Diesel,Individual,Manual,First Owner,18.7,1896,66.0,5,160.0,3000.0,Skoda
2015,80000,Diesel,Individual,Manual,First Owner,23.9,1582,126.32,5,259.8,2750.0,Hyundai
2018,26000,Diesel,Individual,Manual,First Owner,28.4,1248,74.0,5,190.0,2000.0,Maruti
2018,100000,Diesel,Individual,Manual,First Owner,28.4,1248,74.0,5,190.0,2000.0,Maruti
2012,82300,CNG,Individual,Manual,Second Owner,26.83,796,38.4,5,62.0,3000.0,Maruti
2017,82050,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,5,190.0,2000.0,Maruti
2012,74500,Diesel,Individual,Manual,First Owner,19.369999,1248,81.86,5,160.0,3000.0,Toyota
2012,120000,Diesel,Individual,Manual,Second Owner,15.1,2179,140.0,7,330.0,2800.0,Mahindra
2018,30000,Petrol,Individual,Automatic,First Owner,24.04,999,67.0,5,91.0,4250.0,Renault
2019,6000,Petrol,Individual,Manual,First Owner,19.5,1199,88.76,5,110.0,4800.0,Honda
2017,30000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,114.7,4000.0,Hyundai
2010,70000,CNG,Individual,Manual,Second Owner,26.83,796,38.4,5,62.0,3000.0,Maruti
2008,120000,Diesel,Individual,Manual,First Owner,17.8,1248,75.0,5,190.0,2000.0,Maruti
2014,80000,Diesel,Individual,Manual,Second Owner,24.0,1120,70.0,5,160.0,2750.0,Hyundai
2008,110000,Diesel,Individual,Manual,Second Owner,17.2,1396,53.5,5,83.36,2500.0,Tata
2009,70000,Petrol,Individual,Manual,Third Owner,13.2,1495,94.0,5,122.58,3500.0,Hyundai
2019,13000,Petrol,Individual,Manual,First Owner,17.19,1197,81.86,5,114.73,4000.0,Hyundai
2011,165000,Diesel,Individual,Manual,First Owner,21.1,1248,73.9,5,113.0,4500.0,Maruti
2013,120000,Diesel,Individual,Manual,Second Owner,13.58,2499,72.4,10,171.0,1800.0,Chevrolet
2017,30000,Diesel,Individual,Manual,Second Owner,18.49,1493,100.0,7,240.0,2800.0,Mahindra
2011,100000,Diesel,Individual,Manual,Second Owner,20.54,1598,103.6,5,250.0,2500.0,Volkswagen
2007,187000,Diesel,Individual,Manual,Second Owner,19.2,1461,65.0,5,156.91,2000.0,Mahindra
2016,70000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5,200.0,1750.0,Maruti
2016,40000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,5,113.0,4200.0,Maruti
2015,46000,Diesel,Individual,Manual,First Owner,24.5,1498,98.6,7,200.0,1750.0,Honda
2017,24400,Diesel,Individual,Manual,First Owner,27.39,1248,74.0,5,190.0,2000.0,Maruti
2018,29899,Diesel,Dealer,Automatic,First Owner,22.15,1498,108.6,5,250.0,3000.0,Volkswagen
2017,34000,Diesel,Dealer,Manual,First Owner,21.04,1461,83.8,8,200.0,1900.0,Renault
2018,31000,Petrol,Dealer,Automatic,First Owner,17.4,1197,81.86,5,117.0,4000.0,Hyundai
2016,46000,Diesel,Dealer,Automatic,Second Owner,11.45,2776,197.2,7,500.0,2000.0,Chevrolet
2016,121000,Diesel,Dealer,Automatic,First Owner,12.08,2999,161.0,7,333.0,3200.0,Isuzu
2017,60000,Diesel,Dealer,Automatic,First Owner,0.0,1950,194.0,5,400.0,2800.0,Mercedes-Benz
2016,10000,Petrol,Dealer,Automatic,First Owner,23.1,998,67.04,5,90.0,3500.0,Maruti
2018,6000,Diesel,Dealer,Automatic,First Owner,17.9,2143,170.0,5,400.0,2800.0,Mercedes-Benz
2015,59235,Diesel,Dealer,Manual,First Owner,19.67,1582,126.2,5,259.9,2750.0,Hyundai
2019,21000,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,5,400.0,2500.0,BMW
2014,48000,Diesel,Individual,Manual,First Owner,25.8,1498,98.6,5,200.0,1750.0,Honda
2018,114000,Diesel,Individual,Manual,First Owner,14.95,2489,93.7,7,218.0,2600.0,Mahindra
2011,120000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,5,190.0,2000.0,Maruti
2013,144000,Diesel,Individual,Manual,First Owner,21.9,1396,88.8,5,219.7,2750.0,Hyundai
2016,190000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5,200.0,1750.0,Maruti
2015,190000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.6,7,200.0,3400.0,Toyota
2019,20000,Diesel,Individual,Manual,First Owner,28.4,1248,74.0,5,190.0,2000.0,Maruti
2012,100000,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,5,190.0,2000.0,Maruti
2008,60000,Diesel,Individual,Manual,Second Owner,16.8,1405,68.0,5,127.49,2500.0,Tata
2006,201000,Diesel,Individual,Manual,First Owner,17.8,1399,68.0,5,159.85,2000.0,Ford
2011,110000,Diesel,Individual,Manual,First Owner,20.54,1598,103.6,5,250.0,2500.0,Volkswagen
2014,77215,Diesel,Individual,Manual,Second Owner,25.2,1248,74.0,5,190.0,2000.0,Maruti
2005,50000,Petrol,Individual,Manual,First Owner,19.369999,1248,81.86,5,160.0,3000.0,Maruti
2015,48228,Petrol,Dealer,Manual,First Owner,18.7,1199,88.7,5,110.0,4800.0,Honda
2010,72179,Diesel,Dealer,Manual,First Owner,19.369999,1248,81.86,5,160.0,3000.0,Maruti
2016,50856,Diesel,Dealer,Manual,First Owner,26.0,1498,98.6,5,200.0,1750.0,Honda
2015,59292,Diesel,Dealer,Manual,First Owner,28.4,1248,74.0,5,190.0,2000.0,Maruti
2018,10000,Petrol,Dealer,Automatic,First Owner,23.1,998,67.04,5,90.0,3500.0,Maruti
2018,21147,Petrol,Dealer,Automatic,First Owner,21.4,1197,83.1,5,115.0,4000.0,Maruti
2017,69000,Diesel,Dealer,Manual,First Owner,25.6,1498,97.9,5,200.0,1750.0,Honda
2018,16000,Diesel,Dealer,Automatic,First Owner,28.4,1248,74.0,5,190.0,2000.0,Maruti
2017,37000,Petrol,Dealer,Manual,First Owner,21.01,1197,81.8,5,113.0,4200.0,Maruti
2016,61173,Diesel,Dealer,Manual,First Owner,27.62,793,47.0,5,125.0,2000.0,Maruti
2016,77321,Diesel,Dealer,Manual,First Owner,19.369999,1248,81.86,5,160.0,3000.0,Maruti
2016,30000,Diesel,Dealer,Automatic,First Owner,18.25,1968,187.74,5,400.0,3000.0,Audi
2014,75000,Diesel,Dealer,Manual,First Owner,15.1,2179,140.0,7,330.0,2800.0,Mahindra
2018,17000,Petrol,Dealer,Manual,First Owner,21.01,1197,81.8,5,113.0,4200.0,Maruti
2008,100000,Diesel,Individual,Manual,Second Owner,17.8,1248,75.0,5,190.0,2000.0,Maruti
2016,91567,Diesel,Individual,Automatic,Third Owner,16.0,2179,140.0,7,330.0,2800.0,Mahindra
2017,50000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,5,90.0,3500.0,Maruti
2017,60000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,5,113.75,4000.0,Hyundai
2014,33400,Petrol,Individual,Manual,First Owner,17.43,1396,105.5,5,135.3,5000.0,Hyundai
2015,36000,Petrol,Individual,Manual,First Owner,20.4,1197,83.11,5,113.0,4200.0,Maruti
2011,180000,Diesel,Individual,Manual,Second Owner,20.0,1399,68.0,5,160.0,2000.0,Ford
2012,80000,Petrol,Individual,Manual,First Owner,20.92,998,67.1,5,90.0,3500.0,Maruti
2007,120000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5,62.0,3000.0,Maruti
2017,80000,Diesel,Individual,Automatic,First Owner,28.4,1248,74.02,5,190.0,2000.0,Maruti
2018,120000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5,190.0,2000.0,Maruti
2014,110000,Diesel,Individual,Manual,Second Owner,19.09,1405,69.01,5,135.0,2500.0,Tata
2018,70000,Diesel,Individual,Manual,First Owner,23.59,1364,67.04,5,170.0,2400.0,Toyota
2014,120000,Diesel,Individual,Manual,Second Owner,14.95,2489,93.7,7,218.0,2600.0,Mahindra
2012,92686,Diesel,Dealer,Manual,Second Owner,21.9,1396,88.76,5,219.6,2750.0,Hyundai
2012,80000,Diesel,Individual,Manual,First Owner,21.02,1248,88.76,5,200.0,3000.0,Tata
2015,70000,Diesel,Individual,Automatic,First Owner,16.0,2179,140.0,7,330.0,2800.0,Mahindra
2009,117000,Diesel,Individual,Manual,First Owner,17.8,1248,75.0,5,190.0,2000.0,Maruti
2007,100000,Diesel,Individual,Manual,Second Owner,16.6,1896,122.4,5,209.86,1900.0,Skoda
2012,83000,Petrol,Individual,Automatic,First Owner,15.74,1591,121.3,5,154.9,4200.0,Hyundai
2016,67600,Diesel,Individual,Automatic,First Owner,14.81,1998,163.7,5,360.0,2000.0,Chevrolet
2013,100000,Diesel,Individual,Manual,First Owner,25.8,1498,98.6,5,200.0,1750.0,Honda
2010,100000,Diesel,Individual,Manual,First Owner,15.0,1896,105.0,5,250.07,1900.0,Volkswagen
2010,90000,Diesel,Individual,Manual,Second Owner,23.0,1396,90.0,5,219.67,2750.0,Hyundai
2012,140000,Diesel,Individual,Manual,First Owner,20.5,1598,103.5,5,250.0,2500.0,Skoda
2018,25000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,5,113.0,4200.0,Maruti
2018,20000,Diesel,Individual,Manual,First Owner,13.68,2393,147.8,8,343.0,2800.0,Toyota
2012,30000,Petrol,Individual,Manual,First Owner,16.1,796,37.0,4,59.0,2500.0,Maruti
2018,42000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,114.7,4000.0,Hyundai
2018,10000,Petrol,Individual,Manual,Second Owner,20.3,998,68.05,5,94.14,3500.0,Hyundai
2012,13000,Petrol,Individual,Manual,First Owner,20.92,998,67.1,5,90.0,3500.0,Maruti
2019,6500,Petrol,Individual,Manual,First Owner,20.0,999,72.0,7,96.0,3500.0,Renault
2013,49500,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5,74.5,4000.0,Hyundai
2011,50000,Diesel,Individual,Manual,First Owner,23.0,1396,90.0,5,219.67,2750.0,Hyundai
2011,175000,Diesel,Individual,Manual,Second Owner,23.57,1396,70.0,5,140.0,3000.0,Tata
2011,175000,Diesel,Individual,Manual,Second Owner,23.03,1396,69.0,5,140.0,3000.0,Tata
2003,120000,Petrol,Individual,Manual,Third Owner,19.369999,1248,81.86,5,160.0,3000.0,Hyundai
2014,110000,Diesel,Individual,Manual,Third Owner,23.2,1248,73.94,5,190.0,2000.0,Maruti
2012,112048,Petrol,Individual,Manual,Second Owner,17.5,1298,85.8,5,114.0,4000.0,Maruti
2010,98000,Petrol,Individual,Manual,Third Owner,17.0,1497,118.0,5,146.0,4800.0,Honda
2015,41000,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,7,330.0,2800.0,Mahindra
2016,120000,Diesel,Individual,Manual,First Owner,13.58,2499,72.4,10,171.0,1800.0,Chevrolet
2018,116000,Diesel,Individual,Manual,First Owner,23.59,1364,67.05,5,170.0,2400.0,Toyota
2020,1000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,5,113.0,4200.0,Maruti
2018,15000,Petrol,Individual,Automatic,First Owner,17.36,1197,81.86,5,113.75,4000.0,Hyundai
2018,5000,Diesel,Individual,Manual,First Owner,25.1,1248,88.5,5,200.0,1750.0,Maruti
2019,3500,Petrol,Individual,Manual,First Owner,23.84,1199,83.83,5,114.0,3500.0,Tata
2009,91000,Petrol,Individual,Manual,Second Owner,19.369999,1248,81.86,5,160.0,3000.0,Maruti
2017,56000,Diesel,Individual,Manual,First Owner,25.83,1498,99.0,5,215.0,3000.0,Ford
2013,215000,Diesel,Individual,Manual,First Owner,12.99,2494,100.0,7,200.0,3400.0,Toyota
2012,40000,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,7,330.0,2800.0,Mahindra
2010,70000,Diesel,Individual,Manual,Third Owner,19.369999,1248,81.86,5,160.0,3000.0,Maruti
2013,120000,Diesel,Individual,Manual,Second Owner,23.2,1248,73.94,5,190.0,2000.0,Maruti
2017,30400,Petrol,Dealer,Manual,First Owner,18.5,1198,86.8,5,109.0,4500.0,Honda
2017,24000,Diesel,Dealer,Manual,First Owner,21.9,1498,98.6,7,200.0,1750.0,Honda
2017,30646,Petrol,Dealer,Manual,First Owner,15.4,1497,117.3,7,145.0,4600.0,Honda
2017,15000,Diesel,Individual,Manual,First Owner,23.9,1582,126.2,5,259.9,2750.0,Hyundai
2017,50000,Diesel,Individual,Manual,First Owner,22.27,1498,108.6,5,250.0,3000.0,Volkswagen
2017,34000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5,74.5,4000.0,Hyundai
2016,40000,Diesel,Individual,Automatic,Second Owner,19.7,2143,134.1,5,300.0,3000.0,Mercedes-Benz
2017,50000,Diesel,Individual,Automatic,First Owner,22.0,1498,108.495,5,250.0,3000.0,Volkswagen
2011,84000,Diesel,Individual,Manual,Second Owner,20.0,1399,68.0,5,160.0,2000.0,Ford
